Organism,Seq,Positions,,,,
Haloferax,793,232-256,480-528,,,
Haloferax,794,368-424,,,,
Haloferax,795,,,,,
Haloferax,796,168-288,376-432,,,
Haloferax,797,0-280,376-408,496-560,,
Haloferax,798,160-168,312-496,,,
Haloferax,799,88-200,336-416,,,
Haloferax,800,0-56,200-280,368-480,,
Haloferax,801,8-120,376-528,,,
Haloferax,802,200-296,,,,
Haloferax,803,280-408,,,,
Haloferax,804,328-416,,,,
Haloferax,805,360-392,,,,
Haloferax,806,304-456,,,,
Haloferax,807,0-40,120-168,384-392,,
Haloferax,808,56-264,,,,
Haloferax,809,200-560,,,,
Haloferax,810,376-552,,,,
Haloferax,811,128-280,360-472,,,
Haloferax,812,384-536,,,,
Haloferax,813,240-432,,,,
Haloferax,814,112-136,176-232,320-400,,
Haloferax,815,32-48,344-544,,,
Haloferax,816,0-40,320-384,,,
Haloferax,817,8-128,232-336,368-392,,
Haloferax,818,376-560,,,,
Haloferax,819,280-392,,,,
Haloferax,820,336-408,,,,
Haloferax,821,0-8,56-64,200-216,248-272,368-432
Haloferax,822,272-536,,,,
Haloferax,823,24-72,360-560,,,
Haloferax,824,0-224,336-448,,,
Haloferax,825,328-416,,,,
Haloferax,826,248-496,,,,
Haloferax,827,264-536,,,,
Haloferax,828,264-304,376-512,,,
Haloferax,829,288-496,,,,
Haloferax,830,264-336,,,,
Haloferax,831,136-184,264-424,,,
Haloferax,832,360-392,,,,
Haloferax,833,192-432,,,,
Haloferax,834,240-432,448-472,,,
Haloferax,835,264-416,,,,
Haloferax,836,136-248,360-560,,,
Haloferax,837,248-384,464-528,,,
Haloferax,838,24-40,328-480,,,
Haloferax,839,280-304,,,,
Haloferax,840,360-400,,,,
Haloferax,841,328-424,480-560,,,
Haloferax,842,360-424,504-536,,,
Haloferax,843,192-248,336-536,,,
Haloferax,844,368-416,,,,
Haloferax,845,360-416,,,,
Haloferax,846,304-400,,,,
Haloferax,847,0-64,232-240,,,
Haloferax,848,200-296,,,,
Haloferax,849,440-544,,,,
Haloferax,850,128-160,232-256,352-504,,
Haloferax,851,120-216,312-400,,,
Haloferax,852,0-24,360-400,,,
Haloferax,853,392-416,,,,
Haloferax,854,360-560,,,,
Haloferax,855,336-432,,,,
Haloferax,856,192-272,360-424,,,
Haloferax,857,280-352,,,,
Haloferax,858,104-128,248-296,368-440,,
Haloferax,859,56-80,216-256,376-416,,
Haloferax,860,264-304,376-552,,,
Haloferax,861,352-392,,,,
Haloferax,862,416-560,,,,
Haloferax,863,,,,,
Haloferax,864,200-496,,,,
Haloferax,865,296-552,,,,
Haloferax,866,240-408,,,,
Haloferax,867,48-104,328-408,,,
Haloferax,868,128-248,344-400,496-544,,
Haloferax,869,0-240,,,,
Haloferax,870,0-64,288-512,,,
Haloferax,871,328-400,480-560,,,
Haloferax,872,344-416,,,,
Haloferax,873,32-112,,,,
Haloferax,874,0-416,,,,
Haloferax,875,24-64,152-296,376-488,,
Haloferax,876,120-216,248-440,,,
Haloferax,877,24-48,184-224,344-384,,
Haloferax,878,80-120,280-504,,,
Haloferax,879,296-400,528-560,,,
Haloferax,880,352-480,,,,
Haloferax,881,152-416,,,,
Haloferax,882,376-464,,,,
Haloferax,883,296-448,,,,
Haloferax,884,264-288,376-536,,,
Haloferax,885,40-112,368-440,,,
Haloferax,886,320-536,,,,
Haloferax,887,328-408,480-512,,,
Haloferax,888,256-280,392-528,,,
Haloferax,889,112-136,264-296,520-560,,
Haloferax,890,264-448,,,,
Haloferax,891,192-256,376-408,,,
Haloferax,892,32-312,,,,
Haloferax,893,376-448,,,,
