Organism,Seq,Positions,,,,
Myco,842,104-152,288-408,,,
Myco,843,0-72,176-440,,,
Myco,844,240-504,,,,
Myco,845,0-40,384-496,,,
Myco,846,0-64,232-264,,,
Myco,847,408-528,,,,
Myco,848,16-64,256-400,,,
Myco,849,0-72,520-560,,,
Myco,850,0-432,,,,
Myco,851,32-72,136-208,376-504,,
Myco,852,160-400,480-528,,,
Myco,853,0-136,392-552,,,
Myco,854,48-136,384-472,,,
Myco,855,200-216,328-552,,,
Myco,856,352-552,,,,
Myco,857,240-384,504-552,,,
Myco,858,320-432,,,,
Myco,859,336-472,,,,
Myco,860,304-408,,,,
Myco,861,376-472,,,,
Myco,862,0-328,376-400,536-560,,
Myco,863,136-168,368-408,,,
Myco,864,240-280,400-448,,,
Myco,865,0-64,184-384,,,
Myco,866,512-560,,,,
Myco,867,136-320,408-552,,,
Myco,868,520-560,,,,
Myco,869,0-48,80-120,256-384,,
Myco,870,208-408,,,,
Myco,871,0-152,288-560,,,
Myco,872,0-24,296-544,,,
Myco,873,240-392,488-560,,,
Myco,874,296-440,,,,
Myco,875,136-296,384-416,,,
Myco,876,352-528,,,,
Myco,877,104-168,240-296,400-472,,
Myco,878,352-392,520-560,,,
Myco,879,0-24,344-368,,,
Myco,880,0-120,240-296,448-560,,
Myco,881,0-96,176-320,536-560,,
Myco,882,240-552,,,,
Myco,883,96-152,224-312,368-424,,
Myco,884,352-560,,,,
Myco,885,368-424,,,,
Myco,886,8-128,400-432,,,
Myco,887,176-232,376-480,,,
Myco,888,320-560,,,,
Myco,889,0-24,216-560,,,
Myco,890,336-432,528-560,,,
Myco,891,96-136,504-560,,,
Myco,892,312-536,,,,
Myco,893,408-432,,,,
Myco,894,352-440,488-552,,,
Myco,895,128-160,360-560,,,
Myco,896,0-64,192-488,,,
Myco,897,392-488,,,,
Myco,898,0-200,384-432,,,
Myco,899,120-192,,,,
Myco,900,376-448,,,,
Myco,901,336-472,,,,
Myco,902,8-112,288-424,496-544,,
Myco,903,96-128,408-424,536-560,,
Myco,904,24-112,496-504,,,
Myco,905,0-48,128-176,272-448,,
Myco,906,24-240,424-560,,,
Myco,907,208-248,376-440,,,
Myco,908,40-128,384-560,,,
Myco,909,0-96,240-296,416-488,,
Myco,910,40-64,304-520,,,
Myco,911,368-464,528-552,,,
Myco,912,16-96,160-208,408-440,,
Myco,913,56-168,288-304,384-520,,
Myco,914,192-232,312-408,480-560,,
Myco,915,344-424,,,,
Myco,916,0-8,176-224,352-408,,
Myco,917,136-176,392-424,,,
Myco,918,0-32,232-288,384-440,512-560,
Myco,919,0-96,120-280,392-424,,
Myco,920,400-424,,,,
Myco,921,0-72,304-416,,,
Myco,922,56-80,272-456,,,
Myco,923,0-200,328-376,,,
Myco,924,208-256,384-504,,,
Myco,925,56-96,296-312,328-504,,
Myco,926,368-432,,,,
Myco,927,376-464,,,,
Myco,928,24-112,376-424,,,
Myco,929,24-112,208-304,400-560,,
Myco,930,328-488,,,,
Myco,931,120-160,288-496,,,
Myco,932,104-168,480-536,,,
Myco,933,0-56,416-560,,,
Myco,934,336-440,,,,
Myco,935,200-216,344-480,,,
Myco,936,0-128,240-352,512-560,,
Myco,937,0-40,368-552,,,
Myco,938,16-24,328-456,,,
Myco,939,0-8,80-272,336-400,,
Myco,940,80-224,248-360,,,
Myco,941,0-8,224-296,384-560,,
Myco,942,112-136,240-312,368-448,,
Myco,943,152-216,400-416,,,
Myco,944,80-288,504-544,,,
Myco,945,152-400,,,,
Myco,946,0-40,312-416,,,
Myco,947,0-16,264-504,,,
Myco,948,32-80,328-560,,,
Myco,949,240-320,504-544,,,
Myco,950,48-120,304-544,,,
Myco,951,384-464,,,,
Myco,952,104-176,264-480,,,
Myco,953,256-336,,,,
Myco,954,0-32,376-424,,,
Myco,955,224-560,,,,
Myco,956,72-152,216-272,512-520,,
Myco,957,104-256,,,,
Myco,958,0-8,288-320,464-520,,
Myco,959,0-104,232-288,392-456,,
Myco,960,0-32,352-440,,,
Myco,961,0-72,192-424,,,
Myco,962,0-56,368-392,,,
Myco,963,216-408,,,,
Myco,964,160-528,,,,
Myco,965,192-440,488-560,,,
Myco,966,48-56,176-264,392-424,,
Myco,967,240-400,480-528,,,
Myco,968,496-552,,,,
Myco,969,440-528,,,,
Myco,970,0-24,136-176,,,
Myco,971,192-224,344-400,,,
Myco,972,352-416,,,,
Myco,973,288-528,,,,
Myco,974,0-144,264-328,408-504,,
Myco,975,0-128,248-344,472-528,,
Myco,976,128-312,376-440,,,
Myco,977,280-496,,,,
Myco,978,240-312,,,,
Myco,979,64-80,280-328,472-504,,
Myco,980,272-472,,,,
Myco,981,0-8,320-432,512-552,,
Myco,982,304-440,488-496,,,
Myco,983,96-136,304-416,,,
Myco,984,40-64,272-280,,,
Myco,985,184-224,,,,
Myco,986,224-280,496-552,,,
Myco,987,0-24,344-448,,,
Myco,988,16-56,200-456,,,
Myco,989,352-384,,,,
Myco,990,8-24,112-160,360-560,,
Myco,991,0-24,120-144,400-424,,
Myco,992,72-136,336-360,528-552,,
Myco,993,216-240,384-472,,,
Myco,994,336-440,,,,
Myco,995,0-160,312-504,,,
Myco,996,104-144,248-384,,,
Myco,997,0-120,264-408,,,
Myco,998,72-160,344-432,,,
Myco,999,176-192,352-392,,,
Myco,1000,88-136,232-288,392-504,,
Myco,1001,0-48,120-176,336-400,,
Myco,1002,336-560,,,,
Myco,1003,0-112,376-440,536-560,,
Myco,1004,176-208,320-416,,,
Myco,1005,0-160,352-408,496-560,,
Myco,1006,320-400,,,,
Myco,1007,368-560,,,,
Myco,1008,0-72,192-280,400-448,,
Myco,1009,0-176,,,,
Myco,1010,240-280,360-536,,,
Myco,1011,16-80,152-552,,,
Myco,1012,184-192,232-240,512-552,,
