Organism,Seq,Positions,,
Haloferax_chr,784,369-421,,
Haloferax_chr,785,390-443,,
Haloferax_chr,786,282-338,406-456,
Haloferax_chr,787,400-539,,
Haloferax_chr,788,203-326,,
Haloferax_chr,789,0-86,170-226,367-449
Haloferax_chr,790,272-319,,
Haloferax_chr,791,377-451,,
Haloferax_chr,792,370-455,,
Haloferax_chr,793,,,
Haloferax_chr,794,414-460,568-613,
Haloferax_chr,795,,,
Haloferax_chr,796,246-321,400-473,
Haloferax_chr,797,57-251,540-613,
Haloferax_chr,798,443-542,,
Haloferax_chr,799,154-226,354-433,
Haloferax_chr,800,242-311,391-521,
Haloferax_chr,801,32-127,408-501,
Haloferax_chr,802,243-334,,
Haloferax_chr,803,308-437,,
Haloferax_chr,804,364-450,,
Haloferax_chr,805,369-429,,
Haloferax_chr,806,352-429,,
Haloferax_chr,807,0-76,,
Haloferax_chr,808,103-183,188-299,
Haloferax_chr,809,324-603,,
Haloferax_chr,810,396-472,,
Haloferax_chr,811,245-298,378-524,
Haloferax_chr,812,451-537,,
Haloferax_chr,813,321-466,,
Haloferax_chr,814,372-409,,
Haloferax_chr,815,405-529,,
Haloferax_chr,816,16-61,361-430,
Haloferax_chr,817,258-358,387-430,
Haloferax_chr,818,414-452,,
Haloferax_chr,819,313-409,,
Haloferax_chr,820,,,
Haloferax_chr,821,,,
Haloferax_chr,822,,,
Haloferax_chr,823,41-102,561-606,
Haloferax_chr,824,180-259,368-459,
Haloferax_chr,825,408-452,,
Haloferax_chr,826,270-331,343-447,
Haloferax_chr,827,299-370,454-578,
Haloferax_chr,828,295-351,405-496,
Haloferax_chr,829,308-400,420-481,
Haloferax_chr,830,289-377,,
Haloferax_chr,831,302-453,,
Haloferax_chr,832,,,
Haloferax_chr,833,201-342,,
Haloferax_chr,834,368-484,,
Haloferax_chr,835,295-450,,
Haloferax_chr,836,407-524,,
Haloferax_chr,837,278-418,496-548,
Haloferax_chr,838,372-513,,
Haloferax_chr,839,,,
Haloferax_chr,840,381-454,,
Haloferax_chr,841,367-440,557-607,
Haloferax_chr,842,376-466,,
Haloferax_chr,843,392-428,461-556,
Haloferax_chr,844,382-463,,
Haloferax_chr,845,,,
Haloferax_chr,846,346-450,,
Haloferax_chr,847,14-102,234-283,
Haloferax_chr,848,232-323,,
Haloferax_chr,849,,,
Haloferax_chr,850,276-312,371-459,508-555
Haloferax_chr,851,167-209,339-446,
Haloferax_chr,852,381-452,,
Haloferax_chr,853,402-438,,
Haloferax_chr,854,395-479,532-613,
Haloferax_chr,855,357-421,,
Haloferax_chr,856,222-325,387-427,
Haloferax_chr,857,323-410,,
Haloferax_chr,858,403-442,,
Haloferax_chr,859,405-443,,
Haloferax_chr,860,479-559,,
Haloferax_chr,861,388-426,,
Haloferax_chr,862,444-610,,
Haloferax_chr,863,,,
Haloferax_chr,864,272-356,,
Haloferax_chr,865,410-449,,
Haloferax_chr,866,280-396,,
Haloferax_chr,867,346-383,,
Haloferax_chr,868,167-250,261-306,380-446
Haloferax_chr,869,0-197,,
Haloferax_chr,870,306-387,441-502,
Haloferax_chr,871,367-435,,
Haloferax_chr,872,373-449,,
Haloferax_chr,873,60-148,,
Haloferax_chr,874,181-329,381-460,
Haloferax_chr,875,250-301,409-462,
Haloferax_chr,876,311-456,,
Haloferax_chr,877,195-245,377-435,
Haloferax_chr,878,321-463,497-536,
Haloferax_chr,879,379-431,,
Haloferax_chr,880,399-437,,
Haloferax_chr,881,193-245,272-450,
Haloferax_chr,882,415-458,,
Haloferax_chr,883,391-488,,
Haloferax_chr,884,282-333,414-561,
Haloferax_chr,885,380-488,,
Haloferax_chr,886,365-527,571-613,
Haloferax_chr,887,361-417,,
Haloferax_chr,888,409-535,,
Haloferax_chr,889,,,
Haloferax_chr,890,321-390,,
Haloferax_chr,891,227-298,,
Haloferax_chr,892,139-225,261-351,
Haloferax_chr,893,429-488,,
