Organism,Seq,Positions,,,,
Haloferax,835,292-445,,,,
Haloferax,836,155-204,208-270,386-464,474-516,
Haloferax,837,271-430,486-556,,,
Haloferax,838,360-506,,,,
Haloferax,839,,,,,
Haloferax,840,387-448,,,,
Haloferax,841,372-453,535-589,,,
Haloferax,842,392-463,,,,
Haloferax,843,223-290,360-412,421-472,,
Haloferax,844,392-464,,,,
Haloferax,845,,,,,
Haloferax,846,330-447,,,,
Haloferax,847,28-95,235-274,,,
Haloferax,848,241-337,,,,
Haloferax,849,,,,,
Haloferax,850,371-460,,,,
Haloferax,851,381-430,,,,
Haloferax,852,391-449,,,,
Haloferax,853,402-452,,,,
Haloferax,854,381-432,,,,
Haloferax,855,380-475,,,,
Haloferax,856,228-322,394-436,,,
Haloferax,857,318-394,,,,
Haloferax,858,267-336,387-436,,,
Haloferax,859,393-465,,,,
Haloferax,860,395-570,,,,
Haloferax,861,373-425,,,,
Haloferax,862,460-609,,,,
Haloferax,863,,,,,
Haloferax,864,228-355,,,,
Haloferax,865,370-578,,,,
Haloferax,866,287-437,,,,
Haloferax,867,,,,,
Haloferax,868,164-292,388-429,,,
Haloferax,869,0-208,241-280,,,
Haloferax,870,73-114,325-539,,,
Haloferax,871,348-438,,,,
Haloferax,872,382-456,,,,
Haloferax,873,,,,,
Haloferax,874,0-52,191-240,261-341,372-457,
Haloferax,875,193-244,393-430,478-533,,
Haloferax,876,351-433,,,,
Haloferax,877,366-429,,,,
Haloferax,878,310-437,444-485,493-548,,
Haloferax,879,,,,,
Haloferax,880,377-446,,,,
Haloferax,881,275-458,,,,
Haloferax,882,398-499,,,,
Haloferax,883,392-484,,,,
Haloferax,884,0-37,286-340,485-556,,
Haloferax,885,92-153,394-482,,,
Haloferax,886,352-469,473-515,,,
Haloferax,887,353-430,,,,
Haloferax,888,412-547,,,,
Haloferax,889,540-601,,,,
Haloferax,890,281-454,,,,
Haloferax,891,233-292,,,,
Haloferax,892,137-227,261-333,,,
Haloferax,893,407-494,,,,
